ms,label,tempC,humPct,press_hPa,gas_ohm,log_gas,dloggas_dt,ema_fast,ema_slow,ema_diff
283097,alcohol,30.0,50.95,997.52,13987,9.545883,0.026267,9.539528,9.778878,-0.23935
283447,alcohol,30.0,50.98,997.52,14907,9.609586,0.182007,9.564048,9.768721,-0.204673
283797,alcohol,30.0,50.99,997.53,16089,9.685891,0.218015,9.606692,9.763751,-0.157059
284147,alcohol,29.99,50.95,997.53,16929,9.736783,0.145405,9.652224,9.762133,-0.109909
284497,alcohol,29.99,50.92,997.53,17815,9.787796,0.145751,9.699674,9.763673,-0.063999
284847,alcohol,29.99,50.88,997.53,18700,9.836279,0.138523,9.747485,9.768029,-0.020544
285197,alcohol,29.99,50.82,997.53,19495,9.877913,0.118956,9.793135,9.774623,0.018512
285547,alcohol,29.99,50.79,997.53,20301,9.918426,0.115749,9.836986,9.783251,0.053735
285897,alcohol,29.99,50.71,997.53,21009,9.952706,0.097945,9.877488,9.793418,0.08407
286247,alcohol,29.99,50.67,997.53,22608,10.026059,0.209579,9.929488,9.807376,0.122112
286597,alcohol,29.99,50.59,997.54,25378,10.141638,0.330225,10.00374,9.827432,0.176309
286947,alcohol,29.99,50.48,997.54,29224,10.282745,0.403164,10.101392,9.85475,0.246642
287297,alcohol,29.99,50.35,997.55,33702,10.425312,0.407333,10.214764,9.888984,0.32578
287647,alcohol,29.99,50.18,997.54,38993,10.571137,0.416644,10.339494,9.929913,0.409581
287997,alcohol,29.98,49.98,997.53,44877,10.71168,0.401551,10.469759,9.976819,0.49294
288347,alcohol,29.99,49.79,997.53,51161,10.842732,0.374434,10.6003,10.028774,0.571526
288697,alcohol,29.99,49.6,997.53,57468,10.958983,0.332146,10.725839,10.084587,0.641252
289047,alcohol,29.99,49.42,997.53,63335,11.056193,0.277743,10.841463,10.142884,0.698579
289397,alcohol,29.99,49.24,997.53,69262,11.145652,0.255596,10.947928,10.203051,0.744878
289747,alcohol,29.99,49.1,997.53,74920,11.224176,0.224356,11.044615,10.264318,0.780296
290097,alcohol,29.99,48.95,997.53,80189,11.292142,0.194187,11.131249,10.325988,0.805262
290447,alcohol,29.99,48.82,997.52,85469,11.355909,0.182193,11.20988,10.387783,0.822097
290797,garlic,29.99,48.7,997.53,91098,11.419691,0.182234,11.283314,10.449697,0.833616
291147,garlic,29.99,48.57,997.52,94168,11.452836,0.0947,11.342647,10.509886,0.832761
291497,garlic,29.99,48.43,997.52,99148,11.504369,0.147236,11.399249,10.569554,0.829695
291847,garlic,29.99,48.33,997.52,103654,11.548814,0.126986,11.451596,10.62831,0.823286
292197,garlic,29.99,48.22,997.52,107689,11.587003,0.109111,11.498988,10.685832,0.813156
292547,garlic,29.99,48.12,997.53,111166,11.61878,0.090793,11.540915,10.741809,0.799106
292897,garlic,29.99,48.01,997.53,114174,11.645479,0.076283,11.577512,10.796029,0.781483
293247,garlic,29.99,47.89,997.53,117924,11.677795,0.092332,11.612611,10.848935,0.763676
293597,garlic,29.99,47.79,997.53,121054,11.703992,0.074847,11.644594,10.900238,0.744356
293947,garlic,29.98,47.67,997.53,123535,11.724279,0.057964,11.672483,10.94968,0.722803
294297,garlic,29.98,47.55,997.52,124630,11.733105,0.025215,11.693701,10.996686,0.697015
294647,garlic,29.98,47.48,997.52,121753,11.709749,-0.06673,11.699318,11.03947,0.659848
294997,garlic,29.98,47.46,997.53,120708,11.70113,-0.024627,11.699952,11.079169,0.620783
295347,garlic,29.98,47.52,997.52,119596,11.691875,-0.026444,11.697124,11.115932,0.581193
295697,garlic,29.99,47.62,997.53,117513,11.674304,-0.050201,11.689137,11.149434,0.539703
296047,garlic,29.99,47.81,997.53,116620,11.666677,-0.021793,11.681275,11.180469,0.500807
296397,garlic,29.99,48.03,997.52,114874,11.651591,-0.043101,11.670886,11.208736,0.46215
296747,garlic,29.99,48.28,997.53,114174,11.645479,-0.017463,11.661993,11.234941,0.427052
297097,garlic,29.99,48.57,997.53,112725,11.632707,-0.036493,11.651742,11.258807,0.392935
297447,garlic,29.99,48.87,997.53,112500,11.630709,-0.005708,11.644381,11.281121,0.363259
297797,garlic,29.99,49.18,997.54,110655,11.614173,-0.047245,11.633807,11.301105,0.332703
298147,garlic,29.99,49.48,997.53,109720,11.605687,-0.024245,11.623965,11.31938,0.304585
298497,garlic,29.99,49.78,997.53,109506,11.603735,-0.005578,11.616884,11.336441,0.280443
298847,garlic,29.99,50.07,997.54,108311,11.592762,-0.031351,11.608441,11.351821,0.25662
299197,garlic,29.99,50.35,997.54,108242,11.592125,-0.00182,11.60273,11.366239,0.236491
299547,garlic,29.99,50.63,997.54,106939,11.580014,-0.034602,11.594779,11.379065,0.215714
299897,garlic,30.0,50.9,997.54,106466,11.575581,-0.012668,11.588059,11.390856,0.197204
300247,garlic,30.0,51.16,997.54,106198,11.573061,-0.007199,11.582809,11.401788,0.181022
300597,garlic,30.0,51.4,997.54,105271,11.564293,-0.025052,11.576328,11.411538,0.16479
300947,garlic,30.0,51.62,997.55,105271,11.564293,0.0,11.572115,11.420703,0.151412
301297,garlic,30.0,51.86,997.54,104295,11.554978,-0.026613,11.566116,11.428759,0.137358
301647,garlic,30.0,52.1,997.54,104295,11.554978,0.0,11.562218,11.436332,0.125886
301997,garlic,30.0,52.3,997.55,103211,11.544531,-0.02985,11.556027,11.442823,0.113204
302347,garlic,30.0,52.5,997.56,103846,11.550664,0.017523,11.55415,11.449294,0.104856
302697,garlic,30.0,52.69,997.55,103021,11.542688,-0.022787,11.550138,11.454898,0.095241
303047,garlic,30.0,52.89,997.55,102771,11.540258,-0.006943,11.54668,11.460019,0.086661
303397,garlic,30.0,53.05,997.54,102272,11.535391,-0.013907,11.542728,11.464541,0.078187
303747,garlic,30.0,53.24,997.55,101717,11.52995,-0.015545,11.538256,11.468466,0.06979
304097,garlic,30.0,53.44,997.55,101963,11.532365,0.006899,11.536194,11.4723,0.063894
304447,garlic,30.0,53.63,997.55,101717,11.52995,-0.006899,11.534008,11.475759,0.058249
304797,garlic,30.0,53.8,997.55,101717,11.52995,0.0,11.532588,11.479011,0.053577
305147,garlic,30.0,53.99,997.55,101656,11.52935,-0.001714,11.531454,11.482031,0.049423
305497,garlic,30.0,54.18,997.56,101047,11.523341,-0.017169,11.528614,11.484509,0.044105
305847,garlic,30.0,54.38,997.56,100746,11.520358,-0.008523,11.525724,11.48666,0.039064
306197,garlic,30.0,54.57,997.55,101047,11.523341,0.008523,11.52489,11.488861,0.036029
306547,garlic,30.01,54.78,997.55,100386,11.516778,-0.018752,11.52205,11.490536,0.031514
306897,garlic,30.0,55.02,997.55,100686,11.519762,0.008526,11.521249,11.49229,0.028959
307247,garlic,30.0,55.23,997.55,100267,11.515592,-0.011915,11.519268,11.493688,0.02558
307597,garlic,30.0,55.45,997.55,100088,11.513805,-0.005104,11.517356,11.494895,0.022461
307947,garlic,30.0,55.67,997.55,100088,11.513805,0.0,11.516112,11.49603,0.020082
308297,garlic,30.0,55.9,997.55,99793,11.510854,-0.008433,11.514272,11.496919,0.017353
308647,garlic,30.0,56.12,997.55,100626,11.519166,0.023749,11.515985,11.498253,0.017732
308997,garlic,30.0,56.35,997.55,99498,11.507893,-0.03221,11.513152,11.498831,0.014321
309347,garlic,30.01,56.57,997.55,99675,11.50967,0.005079,11.511933,11.499481,0.012452
309697,garlic,30.01,56.79,997.55,99498,11.507893,-0.005079,11.510519,11.499986,0.010533
310047,garlic,30.0,57.01,997.54,99381,11.506716,-0.003362,11.509188,11.500389,0.008799
310397,garlic,30.01,57.21,997.55,99031,11.503188,-0.010079,11.507088,11.500557,0.006531
310747,garlic,30.01,57.42,997.55,99148,11.504369,0.003373,11.506136,11.500785,0.005351
311097,garlic,30.01,57.61,997.55,99440,11.50731,0.008403,11.506547,11.501176,0.005371
311447,garlic,30.01,57.81,997.55,99675,11.50967,0.006744,11.50764,11.501686,0.005954
311797,garlic,30.01,57.99,997.55,101290,11.525743,0.045921,11.513975,11.503129,0.010846
312147,garlic,30.01,58.07,997.55,104166,11.553741,0.079997,11.527893,11.506166,0.021727
312497,garlic,30.01,58.02,997.55,108730,11.596623,0.12252,11.551949,11.511594,0.040355
312847,garlic,30.0,57.84,997.55,113103,11.636054,0.112659,11.581385,11.519061,0.062324
313197,garlic,30.0,57.57,997.55,116540,11.66599,0.085531,11.610996,11.527877,0.083119
313547,garlic,30.0,57.2,997.55,119765,11.693287,0.077991,11.639797,11.537802,0.101995
313897,garlic,30.0,56.81,997.55,122371,11.714812,0.061501,11.666052,11.548422,0.11763
314247,garlic,29.99,56.36,997.54,125278,11.738291,0.067081,11.691335,11.559813,0.131521
314597,coffee,29.99,55.93,997.54,127358,11.754757,0.047046,11.713532,11.571509,0.142023
314947,coffee,29.99,55.46,997.54,130208,11.776889,0.063234,11.735706,11.583833,0.151874
315297,coffee,29.98,55.01,997.53,132145,11.791656,0.042191,11.755288,11.596302,0.158986
315647,coffee,29.98,54.58,997.54,134355,11.808241,0.047387,11.773821,11.609018,0.164803
315997,coffee,29.98,54.15,997.54,136308,11.822672,0.041231,11.790918,11.621838,0.169081
316347,coffee,29.98,53.73,997.53,137306,11.829967,0.020845,11.804585,11.634325,0.17026
316697,coffee,29.98,53.31,997.53,137642,11.832412,0.006984,11.814324,11.646211,0.168114
317047,coffee,29.98,52.94,997.54,139347,11.844723,0.035174,11.824964,11.658122,0.166842
317397,coffee,29.98,52.55,997.54,141213,11.858025,0.038005,11.836535,11.670115,0.166419
317747,coffee,29.98,52.18,997.54,141331,11.85886,0.002387,11.844348,11.68144,0.162908
318097,coffee,29.98,51.83,997.54,141450,11.859701,0.002403,11.849721,11.692136,0.157585
318447,coffee,29.98,51.51,997.54,142405,11.86643,0.019226,11.855569,11.702593,0.152976
318797,coffee,29.99,51.19,997.54,143251,11.872354,0.016924,11.861444,11.712778,0.148665
319147,coffee,29.99,50.9,997.54,142405,11.86643,-0.016924,11.863189,11.721997,0.141191
319497,coffee,29.99,50.64,997.54,142645,11.868114,0.004812,11.864912,11.730764,0.134148
319847,coffee,29.99,50.37,997.54,142525,11.867272,-0.002406,11.865738,11.738955,0.126783
320197,coffee,29.99,50.1,997.54,142405,11.86643,-0.002406,11.86598,11.746603,0.119377
320547,coffee,29.99,49.87,997.55,143129,11.871502,0.01449,11.867912,11.754097,0.113815
320897,coffee,29.99,49.66,997.55,142285,11.865587,-0.016899,11.867098,11.760786,0.106312
321247,coffee,29.99,49.45,997.54,142766,11.868962,0.009643,11.86775,11.767277,0.100473
321597,coffee,29.99,49.24,997.54,142766,11.868962,0.0,11.868175,11.773378,0.094796
321947,coffee,29.99,49.07,997.54,141806,11.862215,-0.019278,11.866088,11.778708,0.087379
322297,coffee,29.99,48.88,997.54,143008,11.870656,0.024117,11.867686,11.784225,0.083461
322647,coffee,29.99,48.71,997.53,142405,11.86643,-0.012074,11.867247,11.789158,0.078089
322997,coffee,30.0,48.54,997.53,143008,11.870656,0.012074,11.86844,11.794047,0.074392
323347,coffee,30.0,48.4,997.53,141687,11.861376,-0.026515,11.865967,11.798087,0.06788
323697,coffee,30.0,48.25,997.53,142045,11.863899,0.00721,11.865243,11.802036,0.063207
324047,coffee,30.0,48.12,997.52,140977,11.856352,-0.021564,11.862131,11.805295,0.056836
324397,coffee,30.0,47.99,997.52,141925,11.863054,0.01915,11.862453,11.808761,0.053693
324747,coffee,29.99,47.86,997.52,142165,11.864743,0.004826,11.863255,11.812119,0.051135
325097,coffee,30.0,47.75,997.52,141568,11.860536,-0.012022,11.862303,11.815024,0.047278
325447,coffee,30.0,47.62,997.52,141687,11.861376,0.002401,11.861978,11.817805,0.044172
325797,coffee,30.0,47.52,997.52,142525,11.867272,0.016847,11.863831,11.820773,0.043057
326147,coffee,30.0,47.43,997.52,141806,11.862215,-0.01445,11.863265,11.823259,0.040006
326497,coffee,30.0,47.33,997.52,141450,11.859701,-0.007183,11.862018,11.825446,0.036572
326847,coffee,30.0,47.24,997.52,141687,11.861376,0.004785,11.861793,11.827601,0.034191
327197,coffee,30.0,47.14,997.52,141925,11.863054,0.004796,11.862234,11.829729,0.032505
327547,coffee,30.0,47.06,997.52,141450,11.859701,-0.00958,11.861347,11.831528,0.029819
327897,coffee,30.0,46.99,997.52,141806,11.862215,0.007183,11.86165,11.833369,0.028281
328247,coffee,30.0,46.91,997.52,142525,11.867272,0.01445,11.863618,11.835403,0.028214
328597,coffee,30.0,46.84,997.52,141806,11.862215,-0.01445,11.863127,11.837012,0.026114
328947,coffee,30.0,46.76,997.51,141568,11.860536,-0.004798,11.862219,11.838424,0.023795
329297,coffee,30.0,46.68,997.51,140742,11.854684,-0.016719,11.859581,11.839399,0.020182
329647,coffee,30.0,46.64,997.52,142045,11.863899,0.02633,11.861092,11.840869,0.020223
329997,coffee,30.0,46.58,997.53,141687,11.861376,-0.00721,11.861191,11.842099,0.019092
330347,coffee,30.01,46.53,997.53,142645,11.868114,0.019253,11.863613,11.84366,0.019953
330697,coffee,30.01,46.47,997.52,140742,11.854684,-0.038373,11.860487,11.844321,0.016166
331047,coffee,30.01,46.42,997.52,140977,11.856352,0.004766,11.859039,11.845043,0.013996
331397,coffee,30.01,46.37,997.53,141568,11.860536,0.011954,11.859563,11.845972,0.013591
331747,coffee,30.01,46.32,997.53,141925,11.863054,0.007196,11.860785,11.846997,0.013787
332097,coffee,30.01,46.29,997.53,141213,11.858025,-0.014371,11.859818,11.847658,0.01216
332447,coffee,30.01,46.23,997.52,141687,11.861376,0.009575,11.860363,11.848481,0.011882
332797,coffee,30.01,46.2,997.52,141568,11.860536,-0.002401,11.860423,11.849204,0.011219
333147,coffee,30.01,46.15,997.51,142645,11.868114,0.021654,11.863114,11.850339,0.012775
333497,coffee,30.01,46.12,997.51,142645,11.868114,0.0,11.864864,11.851405,0.013459
333847,coffee,30.0,46.07,997.51,144230,11.879165,0.031572,11.869869,11.85307,0.016799
334197,coffee,29.99,46.04,997.5,146230,11.892936,0.039346,11.877942,11.855462,0.02248
334547,coffee,29.99,46.0,997.51,146866,11.897276,0.0124,11.884708,11.857971,0.026737
334897,coffee,29.99,45.96,997.51,148940,11.911299,0.040065,11.894014,11.861171,0.032844
335247,coffee,29.99,45.89,997.51,149733,11.916609,0.015172,11.901922,11.864497,0.037425
335597,coffee,29.99,45.84,997.51,150669,11.922841,0.017806,11.909244,11.867997,0.041246
335947,coffee,29.99,45.8,997.51,151074,11.925525,0.007668,11.914942,11.871449,0.043493
336297,coffee,29.98,45.75,997.51,151890,11.930912,0.015392,11.920531,11.875016,0.045515
336647,coffee,29.98,45.72,997.51,152714,11.936322,0.015458,11.926058,11.878695,0.047363
336997,coffee,29.98,45.68,997.5,153828,11.94359,0.020766,11.932194,11.882588,0.049605
337347,coffee,29.98,45.65,997.51,153828,11.94359,0.0,11.936182,11.886249,0.049933
337697,alcohol,29.98,45.61,997.5,147379,11.900763,-0.122365,11.923785,11.887119,0.036666
338047,alcohol,29.98,45.57,997.5,133822,11.804266,-0.275705,11.881953,11.882148,-0.000195
338397,alcohol,29.98,45.53,997.5,115820,11.659793,-0.41278,11.804197,11.868807,-0.06461
338747,alcohol,29.98,45.52,997.5,99675,11.50967,-0.428922,11.701113,11.847259,-0.146146
339097,alcohol,29.98,45.52,997.5,87507,11.379474,-0.37199,11.588538,11.819192,-0.230654
339447,alcohol,29.99,45.52,997.5,76274,11.242087,-0.392532,11.467279,11.784566,-0.317286
339797,alcohol,29.99,45.56,997.5,67435,11.118919,-0.351909,11.345353,11.744627,-0.399274
340147,alcohol,29.99,45.58,997.5,61310,11.023698,-0.272061,11.232774,11.701371,-0.468597
340497,alcohol,29.99,45.63,997.5,55870,10.930783,-0.26547,11.127077,11.655135,-0.528058
340847,alcohol,29.99,45.68,997.5,51536,10.850036,-0.230707,11.030112,11.606829,-0.576716
341197,alcohol,30.0,45.74,997.5,48346,10.786139,-0.182563,10.944721,11.557587,-0.612865
341547,alcohol,30.0,45.8,997.51,45653,10.728825,-0.163754,10.869157,11.50786,-0.638703
341897,alcohol,30.0,45.85,997.51,43761,10.686499,-0.120931,10.805226,11.458578,-0.653352
342247,alcohol,30.0,45.93,997.51,41564,10.63499,-0.147168,10.745644,11.409163,-0.66352
342597,alcohol,30.0,46.01,997.51,39876,10.59353,-0.118457,10.692404,11.360225,-0.667821
342947,alcohol,30.0,46.08,997.51,38707,10.563776,-0.085011,10.647384,11.312437,-0.665053
343297,alcohol,30.0,46.16,997.51,37174,10.523365,-0.11546,10.603977,11.265093,-0.661116
343647,alcohol,30.0,46.22,997.51,36186,10.496428,-0.076964,10.566335,11.218973,-0.652638
343997,alcohol,30.01,46.31,997.52,35279,10.471044,-0.072526,10.532983,11.174097,-0.641114
344347,alcohol,30.01,46.39,997.52,34138,10.438167,-0.093934,10.499797,11.129942,-0.630145
344697,alcohol,30.01,46.47,997.52,33462,10.418166,-0.057144,10.471226,11.087235,-0.61601
345047,alcohol,30.01,46.55,997.52,32635,10.393141,-0.071501,10.443895,11.045589,-0.601694
345397,alcohol,30.01,46.63,997.51,32065,10.375521,-0.050343,10.419964,11.005385,-0.585422
345747,alcohol,30.02,46.71,997.51,31304,10.351501,-0.068626,10.396002,10.966152,-0.57015
346097,alcohol,30.02,46.78,997.51,31051,10.343387,-0.023185,10.377586,10.928786,-0.5512
346447,alcohol,30.02,46.85,997.51,30424,10.322987,-0.058286,10.358477,10.892438,-0.533961
346797,alcohol,30.02,46.94,997.51,30121,10.312978,-0.028597,10.342551,10.85767,-0.515119
347147,alcohol,30.02,47.01,997.51,29844,10.30374,-0.026395,10.328967,10.824433,-0.495466
347497,alcohol,30.02,47.07,997.51,29387,10.288308,-0.04409,10.314736,10.792266,-0.47753
347847,alcohol,30.03,47.15,997.51,29083,10.277909,-0.029711,10.301847,10.761404,-0.459558
348197,alcohol,30.03,47.23,997.51,28766,10.26695,-0.031313,10.289632,10.731737,-0.442105
348547,alcohol,30.03,47.28,997.52,28437,10.255446,-0.032866,10.277667,10.703159,-0.425492
348897,alcohol,30.03,47.36,997.51,28153,10.245409,-0.028678,10.266376,10.675694,-0.409317
349247,alcohol,30.03,47.43,997.52,27911,10.236776,-0.024665,10.256016,10.649358,-0.393342
349597,alcohol,30.04,47.48,997.52,27655,10.227562,-0.026327,10.246057,10.62405,-0.377994
349947,alcohol,30.04,47.56,997.52,27475,10.221032,-0.018657,10.237298,10.59987,-0.362572
350297,alcohol,30.04,47.6,997.51,27209,10.211303,-0.027798,10.228199,10.576556,-0.348357
350647,alcohol,30.04,47.66,997.52,27070,10.206182,-0.014632,10.220492,10.554334,-0.333841
350997,alcohol,30.04,47.74,997.52,26846,10.197872,-0.023741,10.212575,10.532947,-0.320372
351347,alcohol,30.04,47.78,997.52,26829,10.197239,-0.001809,10.207207,10.512804,-0.305597
351697,alcohol,30.04,47.85,997.52,26526,10.185881,-0.032452,10.199742,10.493189,-0.293447
352047,alcohol,30.04,47.9,997.52,26410,10.181498,-0.012523,10.193357,10.474487,-0.281131
352397,alcohol,30.04,47.96,997.51,26132,10.170916,-0.030234,10.185502,10.456273,-0.270771
352747,alcohol,30.05,48.01,997.52,26051,10.167811,-0.008869,10.17931,10.438965,-0.259655
353097,alcohol,30.05,48.05,997.51,25891,10.161651,-0.017602,10.173128,10.422326,-0.249198
353447,alcohol,30.05,48.11,997.52,25702,10.154325,-0.020932,10.166547,10.406246,-0.239699
353797,alcohol,30.05,48.17,997.52,25609,10.1507,-0.010357,10.161,10.390914,-0.229914
354147,alcohol,30.05,48.2,997.52,25562,10.148862,-0.005251,10.156752,10.37639,-0.219639
354497,alcohol,30.05,48.26,997.52,25302,10.138638,-0.02921,10.150412,10.362125,-0.211714
354847,alcohol,30.05,48.29,997.52,25136,10.132056,-0.018806,10.143987,10.348321,-0.204334
355197,alcohol,30.05,48.35,997.52,25136,10.132056,0.0,10.139811,10.335345,-0.195535
355547,alcohol,30.05,48.39,997.53,25032,10.127911,-0.011845,10.135645,10.322899,-0.187254
355897,alcohol,30.06,48.44,997.53,24884,10.121981,-0.016943,10.130862,10.310843,-0.179981
356247,alcohol,30.06,48.5,997.53,24724,10.11553,-0.01843,10.125496,10.299125,-0.173629
356597,alcohol,30.06,48.53,997.53,24666,10.113181,-0.006711,10.121185,10.287968,-0.166782
356947,alcohol,30.06,48.59,997.53,24509,10.106795,-0.018245,10.116148,10.277098,-0.16095
357297,alcohol,30.06,48.61,997.52,24552,10.108548,0.005008,10.113487,10.266985,-0.153498
357647,alcohol,30.06,48.65,997.52,24552,10.108548,0.0,10.111758,10.257479,-0.14572
357997,alcohol,30.06,48.7,997.52,24269,10.096955,-0.033122,10.106577,10.247847,-0.14127
358347,alcohol,30.06,48.74,997.52,24200,10.094108,-0.008136,10.102213,10.238622,-0.136409
358697,alcohol,30.06,48.79,997.51,24048,10.087807,-0.018003,10.097171,10.229573,-0.132402
359047,alcohol,30.07,48.83,997.51,24256,10.096419,0.024608,10.096908,10.221584,-0.124677
359397,garlic,30.07,48.87,997.52,25347,10.140415,0.125702,10.112135,10.216714,-0.104579
359747,garlic,30.07,48.87,997.51,27547,10.223649,0.237811,10.151164,10.21713,-0.065966
360097,garlic,30.06,48.86,997.52,30847,10.336795,0.323274,10.216135,10.22431,-0.008175
360447,garlic,30.06,48.81,997.53,35045,10.464388,0.364552,10.303023,10.238714,0.064309
360797,garlic,30.06,48.73,997.53,39990,10.596385,0.377135,10.4057,10.260175,0.145525
361147,garlic,30.06,48.7,997.53,45310,10.721283,0.356851,10.516153,10.287842,0.228312
361497,garlic,30.06,48.71,997.53,50944,10.838482,0.334854,10.628968,10.32088,0.308088
361847,garlic,30.06,48.72,997.53,56317,10.938752,0.286487,10.737392,10.357952,0.37944
362197,garlic,30.06,48.79,997.53,61533,11.027328,0.253075,10.83887,10.398115,0.440755
362547,garlic,30.07,48.89,997.52,66478,11.104627,0.220852,10.931885,10.440506,0.491379
362897,garlic,30.07,49.0,997.53,70831,11.168052,0.181214,11.014543,10.484159,0.530384
363247,garlic,30.07,49.11,997.53,74588,11.219735,0.147667,11.08636,10.528294,0.558066
363597,garlic,30.07,49.26,997.53,77966,11.264029,0.126553,11.148543,10.572437,0.576106
363947,garlic,30.07,49.4,997.54,80958,11.301685,0.107591,11.202143,10.616193,0.58595
364297,garlic,30.07,49.56,997.53,82704,11.323023,0.060964,11.244451,10.658603,0.585848
364647,garlic,30.07,49.71,997.53,84611,11.345819,0.065133,11.279929,10.699836,0.580093
364997,garlic,30.07,49.87,997.53,86167,11.364042,0.052065,11.309368,10.739689,0.569679
365347,garlic,30.08,50.01,997.53,87146,11.37534,0.032281,11.332458,10.777828,0.55463
365697,garlic,30.08,50.17,997.53,88424,11.389898,0.041594,11.352562,10.814552,0.53801
366047,garlic,30.08,50.33,997.53,88890,11.395155,0.015019,11.36747,10.849388,0.518082
366397,garlic,30.08,50.48,997.52,89551,11.402563,0.021166,11.379752,10.882578,0.497174
366747,garlic,30.08,50.6,997.52,90414,11.412154,0.027403,11.391092,10.914352,0.47674
367097,garlic,30.08,50.76,997.52,90511,11.413227,0.003065,11.398839,10.944284,0.454555
367447,garlic,30.08,50.91,997.52,91295,11.421851,0.02464,11.406893,10.972939,0.433954
367797,garlic,30.08,51.06,997.53,91592,11.425099,0.009281,11.413265,11.000068,0.413198
368147,garlic,30.09,51.18,997.53,92092,11.430543,0.015553,11.419312,11.025897,0.393414
368497,garlic,30.08,51.31,997.53,92699,11.437113,0.018771,11.425542,11.05057,0.374971
368847,garlic,30.08,51.42,997.53,93314,11.443726,0.018894,11.431906,11.07416,0.357746
369197,garlic,30.09,51.54,997.53,93833,11.449272,0.015847,11.437984,11.096666,0.341317
369547,garlic,30.09,51.67,997.53,93833,11.449272,0.0,11.441935,11.117823,0.324112
369897,garlic,30.09,51.78,997.54,94358,11.454851,0.01594,11.446455,11.138044,0.308411
370247,garlic,30.09,51.89,997.53,94888,11.460452,0.016003,11.451354,11.157389,0.293965
370597,garlic,30.09,52.0,997.52,94011,11.451167,-0.026528,11.451288,11.175015,0.276273
370947,garlic,30.09,52.1,997.52,94379,11.455074,0.011163,11.452613,11.191819,0.260794
371297,garlic,30.09,52.2,997.52,94379,11.455074,0.0,11.453474,11.207615,0.245859
371647,garlic,30.09,52.3,997.53,94590,11.457307,0.006379,11.454815,11.222596,0.232219
371997,garlic,30.09,52.39,997.53,94696,11.458427,0.003202,11.456079,11.236746,0.219334
372347,garlic,30.09,52.49,997.53,95771,11.469715,0.032251,11.460852,11.250724,0.210128
372697,garlic,30.09,52.59,997.53,95554,11.467447,-0.00648,11.46316,11.263727,0.199432
373047,garlic,30.09,52.69,997.53,97038,11.482858,0.04403,11.470054,11.276875,0.193178
373397,garlic,30.1,52.79,997.53,97487,11.487474,0.013191,11.476151,11.289511,0.18664
373747,garlic,30.1,52.9,997.53,96704,11.47941,-0.023041,11.477291,11.300904,0.176387
374097,garlic,30.1,53.02,997.53,97599,11.488623,0.026321,11.481256,11.312168,0.169088
374447,garlic,30.1,53.15,997.53,97712,11.489779,0.003305,11.484239,11.322824,0.161414
374797,garlic,30.1,53.26,997.53,98167,11.494426,0.013275,11.487804,11.33312,0.154684
375147,garlic,30.1,53.4,997.54,98741,11.500256,0.016657,11.492162,11.343149,0.149013
375497,garlic,30.1,53.55,997.53,98741,11.500256,0.0,11.494994,11.352576,0.142418
375847,garlic,30.1,53.71,997.53,99675,11.50967,0.026899,11.500131,11.362002,0.138128
376197,garlic,30.1,53.87,997.53,100148,11.514404,0.013526,11.505126,11.371147,0.133979
376547,garlic,30.1,54.04,997.54,100267,11.515592,0.003392,11.508788,11.379813,0.128975
376897,garlic,30.11,54.21,997.54,100806,11.520953,0.015319,11.513045,11.388282,0.124763
377247,garlic,30.1,54.39,997.53,100446,11.517376,-0.010221,11.514561,11.396028,0.118533
377597,garlic,30.11,54.57,997.54,102087,11.533581,0.0463,11.521217,11.404281,0.116937
377947,garlic,30.11,54.77,997.54,101717,11.52995,-0.010373,11.524274,11.411821,0.112453
378297,garlic,30.11,54.98,997.54,101534,11.528149,-0.005147,11.52563,11.4188,0.10683
378647,garlic,30.11,55.16,997.54,101595,11.528749,0.001717,11.526721,11.425397,0.101324
378997,garlic,30.11,55.36,997.54,102210,11.534784,0.017242,11.529543,11.43196,0.097583
379347,garlic,30.11,55.56,997.54,102087,11.533581,-0.003439,11.530956,11.438057,0.092899
379697,garlic,30.11,55.74,997.54,102087,11.533581,0.0,11.531875,11.443789,0.088086
380047,garlic,30.11,55.95,997.55,102521,11.537823,0.01212,11.533957,11.44943,0.084526
380397,garlic,30.11,56.14,997.55,102087,11.533581,-0.01212,11.533825,11.454479,0.079346
380747,garlic,30.11,56.32,997.55,102210,11.534784,0.003439,11.534161,11.459297,0.074863
381097,garlic,30.11,56.51,997.56,103021,11.542688,0.022583,11.537146,11.4643,0.072845
381447,garlic,30.11,56.69,997.55,102334,11.535997,-0.019117,11.536743,11.468602,0.068141
381797,garlic,30.11,56.87,997.55,101963,11.532365,-0.010379,11.535211,11.472428,0.062782
382147,garlic,30.12,57.05,997.56,102334,11.535997,0.010379,11.535485,11.476242,0.059243
382497,garlic,30.12,57.21,997.56,102087,11.533581,-0.006905,11.534819,11.479682,0.055137
382847,garlic,30.12,57.38,997.57,102025,11.532973,-0.001736,11.534173,11.48288,0.051293
383197,garlic,30.12,57.54,997.56,101840,11.531158,-0.005185,11.533118,11.485777,0.047341
383547,garlic,30.12,57.69,997.55,101656,11.52935,-0.005166,11.531799,11.488391,0.043408
383897,garlic,30.12,57.85,997.55,101717,11.52995,0.001714,11.531152,11.490885,0.040267
384247,garlic,30.12,57.99,997.55,101169,11.524548,-0.015436,11.52884,11.492905,0.035935
